time,x-acceleration,y-acceleration,z-acceleration
0.000,0.022,-0.299,1.274
0.020,-0.012,-0.130,1.250
0.040,0.110,0.146,1.277
0.060,0.238,0.325,1.374
0.080,0.096,0.121,1.464
0.100,0.081,-0.070,1.389
0.120,0.188,-0.087,1.207
0.140,0.120,-0.163,1.020
0.160,0.099,-0.277,0.842
0.180,0.159,-0.267,0.681
0.200,0.200,-0.309,0.525
0.220,0.126,-0.417,0.461
0.240,0.105,-0.435,0.440
0.260,0.098,-0.446,0.441
0.280,-0.066,-0.415,0.446
0.300,-0.165,-0.409,0.511
0.320,-0.102,-0.333,0.732
0.340,-0.061,-0.299,1.032
0.360,-0.219,-0.402,1.197
0.380,-0.432,-0.595,1.039
0.400,-0.051,-0.569,0.900
0.420,0.900,0.096,1.071
0.440,0.775,0.240,1.243
0.460,0.095,-0.152,1.300
0.480,0.143,-0.225,1.248
0.500,0.330,-0.353,1.100
0.520,0.306,-0.474,0.942
0.540,0.109,-0.491,0.857
0.560,-0.214,-0.367,0.878
0.580,-0.484,-0.265,0.935
0.600,-0.405,-0.188,0.868
0.620,-0.034,-0.084,0.965
0.640,-0.168,0.024,1.082
0.660,-0.451,0.142,1.053
0.680,-0.215,0.102,1.029
0.700,0.035,0.017,1.009
0.720,0.026,-0.162,1.038
0.740,-0.045,-0.248,0.990
0.760,0.200,-0.242,0.877
0.780,0.646,-0.240,0.827
0.800,0.553,-0.341,0.948
0.820,0.420,-0.372,0.938
0.840,0.253,-0.521,0.927
0.860,0.199,-0.593,0.836
0.880,0.278,-0.527,0.784
0.900,0.212,-0.420,0.822
0.920,-0.065,-0.291,0.897
0.940,-0.304,-0.154,1.131
0.960,-0.547,-0.106,1.390
0.980,-0.289,-0.152,1.341
1.000,0.670,-0.233,1.208
1.020,1.321,0.103,1.248
1.040,0.335,0.171,1.131
1.060,-0.399,-0.112,1.085
1.080,-0.191,-0.158,1.193
1.100,-0.104,-0.063,1.256
1.120,-0.163,0.003,1.100
1.140,-0.043,-0.147,0.844
1.160,0.002,-0.222,0.664
1.180,-0.052,-0.232,0.591
1.200,-0.015,-0.279,0.546
1.220,0.021,-0.326,0.483
1.240,-0.013,-0.338,0.503
1.260,-0.062,-0.327,0.657
1.280,-0.084,-0.359,0.927
1.300,-0.178,-0.403,1.040
1.320,-0.124,-0.530,0.917
1.340,0.187,-0.563,0.882
1.360,0.152,-0.389,1.005
1.380,0.172,-0.132,1.213
1.400,0.212,-0.203,1.391
1.420,0.235,-0.326,1.418
1.440,0.217,-0.403,1.309
