time,x-acceleration,y-acceleration,z-acceleration
0,0.157,-0.37,0.942
0.02,0.157,-0.37,0.942
0.04,0.157,-0.37,0.942
0.06,0.324,-0.236,1.082
0.08,0.324,-0.236,1.082
0.1,0.324,-0.236,1.082
0.12,0.395,-0.083,1.14
0.14,0.395,-0.083,1.14
0.16,0.395,-0.083,1.14
0.18,0.326,-0.009,1.074
0.2,0.326,-0.009,1.074
0.22,0.326,-0.009,1.074
0.24,0.15,0.02,0.947
0.26,0.15,0.02,0.947
0.28,0.15,0.02,0.947
0.3,0.047,-0.031,0.881
0.32,0.047,-0.031,0.881
0.34,0.047,-0.031,0.881
0.36,0.105,-0.154,0.899
0.38,0.105,-0.154,0.899
0.4,0.105,-0.154,0.899
0.42,0.151,-0.248,0.942
0.44,0.151,-0.248,0.942
0.46,0.151,-0.248,0.942
0.48,0.181,-0.296,0.976
0.5,0.181,-0.296,0.976
0.52,0.181,-0.296,0.976
0.54,0.139,-0.306,0.969
0.56,0.139,-0.306,0.969
0.58,0.139,-0.306,0.969
0.6,0.052,-0.316,0.924
0.62,0.052,-0.316,0.924
0.64,0.052,-0.316,0.924
0.66,0.066,-0.36,0.908
0.68,0.066,-0.36,0.908
0.7,0.066,-0.36,0.908
0.72,0.115,-0.374,0.955
0.74,0.115,-0.374,0.955
0.76,0.115,-0.374,0.955
0.78,0.188,-0.339,0.957
0.8,0.188,-0.339,0.957
0.82,0.188,-0.339,0.957
0.84,0.226,-0.285,0.957
0.86,0.226,-0.285,0.957
0.88,0.226,-0.285,0.957
0.9,0.239,-0.168,1.033
0.92,0.239,-0.168,1.033
0.94,0.239,-0.168,1.033
0.96,0.166,-0.03,1.07
0.98,0.166,-0.03,1.07
1,0.166,-0.03,1.07
1.02,0.048,0.065,1.074
1.04,0.048,0.065,1.074
1.06,0.048,0.065,1.074
1.08,-0.043,0.106,1.031
1.1,-0.043,0.106,1.031
1.12,-0.043,0.106,1.031
1.14,-0.046,0.074,0.984
1.16,-0.046,0.074,0.984
1.18,-0.046,0.074,0.984
1.2,0.015,-0.033,0.999
1.22,0.015,-0.033,0.999
1.24,0.015,-0.033,0.999
1.26,0.095,-0.107,1.036
1.28,0.095,-0.107,1.036
1.3,0.095,-0.107,1.036
1.32,0.154,-0.111,1.07
1.34,0.154,-0.111,1.07
1.36,0.154,-0.111,1.07
1.38,0.161,-0.115,1.07
1.4,0.161,-0.115,1.07
1.42,0.161,-0.115,1.07
1.44,0.146,-0.112,1.017
1.46,0.146,-0.112,1.017
1.48,0.146,-0.112,1.017
1.5,0.158,-0.113,0.985
1.52,0.158,-0.113,0.985
1.54,0.158,-0.113,0.985
1.56,0.211,-0.078,1.038
1.58,0.211,-0.078,1.038
1.6,0.211,-0.078,1.038
1.62,0.244,-0.037,1.069
1.64,0.244,-0.037,1.069
1.66,0.244,-0.037,1.069
1.68,0.227,0.011,1.052
1.7,0.227,0.011,1.052
1.72,0.227,0.011,1.052
1.74,0.169,0.061,1.019
1.76,0.169,0.061,1.019
1.78,0.169,0.061,1.019
1.8,0.146,0.045,0.931
1.82,0.146,0.045,0.931
1.84,0.146,0.045,0.931
1.86,0.168,-0.008,0.897
1.88,0.168,-0.008,0.897
1.9,0.168,-0.008,0.897
1.92,0.173,-0.175,0.964
1.94,0.173,-0.175,0.964
1.96,0.173,-0.175,0.964
1.98,0.392,-0.36,1.033
2,0.392,-0.36,1.033
2.02,0.392,-0.36,1.033
2.04,0.396,-0.505,1.035
2.06,0.396,-0.505,1.035
2.08,0.396,-0.505,1.035
2.1,0.205,-0.537,0.945
2.12,0.205,-0.537,0.945
2.14,0.205,-0.537,0.945
2.16,-0.014,-0.549,0.865
2.18,-0.014,-0.549,0.865
2.2,-0.014,-0.549,0.865
2.22,-0.098,-0.546,0.865
2.24,-0.098,-0.546,0.865
2.26,-0.098,-0.546,0.865
2.28,0.022,-0.476,0.914
2.3,0.022,-0.476,0.914
2.32,0.022,-0.476,0.914
2.34,0.289,-0.445,1
2.36,0.289,-0.445,1
2.38,0.289,-0.445,1
2.4,0.505,-0.385,1.044
2.42,0.505,-0.385,1.044
2.44,0.505,-0.385,1.044
2.46,0.43,-0.282,1.03
2.48,0.43,-0.282,1.03
2.5,0.43,-0.282,1.03
2.52,0.143,-0.17,0.971
2.54,0.143,-0.17,0.971
2.56,0.143,-0.17,0.971
2.58,0.031,-0.07,0.876
2.6,0.031,-0.07,0.876
2.62,0.031,-0.07,0.876
2.64,0.18,0.042,0.927
2.66,0.18,0.042,0.927
2.68,0.18,0.042,0.927
2.7,0.35,0.072,1.004
2.72,0.35,0.072,1.004
2.74,0.35,0.072,1.004
2.76,0.366,0.044,0.997
2.78,0.366,0.044,0.997
2.8,0.366,0.044,0.997
2.82,0.179,0.022,0.974
2.84,0.179,0.022,0.974
2.86,0.179,0.022,0.974
2.88,0.049,-0.027,0.959
2.9,0.049,-0.027,0.959
2.92,0.049,-0.027,0.959
2.94,0.007,-0.111,0.958
2.96,0.007,-0.111,0.958
2.98,0.007,-0.111,0.958
3,0.104,-0.167,0.997
3.02,0.104,-0.167,0.997
3.04,0.104,-0.167,0.997
3.06,0.187,-0.168,1.028
3.08,0.187,-0.168,1.028
3.1,0.187,-0.168,1.028
3.12,0.229,-0.152,1.026
3.14,0.229,-0.152,1.026
3.16,0.229,-0.152,1.026
3.18,0.217,-0.177,1.022
3.2,0.217,-0.177,1.022
3.22,0.217,-0.177,1.022
3.24,0.14,-0.295,1.011
3.26,0.14,-0.295,1.011
3.28,0.14,-0.295,1.011
3.3,0.147,-0.397,0.991
3.32,0.147,-0.397,0.991
3.34,0.147,-0.397,0.991
3.36,0.206,-0.427,0.942
3.38,0.206,-0.427,0.942
3.4,0.206,-0.427,0.942
3.42,0.266,-0.393,0.912
3.44,0.266,-0.393,0.912
3.46,0.266,-0.393,0.912
3.48,0.277,-0.288,0.932
3.5,0.277,-0.288,0.932
3.52,0.277,-0.288,0.932
3.54,0.205,-0.131,0.983
3.56,0.205,-0.131,0.983
3.58,0.205,-0.131,0.983
3.6,0.052,0.031,1.032
3.62,0.052,0.031,1.032
3.64,0.052,0.031,1.032
3.66,-0.026,0.149,1.034
3.68,-0.026,0.149,1.034
3.7,-0.026,0.149,1.034
3.72,-0.028,0.168,1.011
3.74,-0.028,0.168,1.011
3.76,-0.028,0.168,1.011
3.78,0.04,0.16,1.017
3.8,0.04,0.16,1.017
3.82,0.04,0.16,1.017
3.84,0.109,0.107,1.02
3.86,0.109,0.107,1.02
3.88,0.109,0.107,1.02
3.9,0.175,0.06,1.008
3.92,0.175,0.06,1.008
3.94,0.175,0.06,1.008
3.96,0.195,0.049,1.004
3.98,0.195,0.049,1.004
4,0.195,0.049,1.004
4.02,0.183,0.04,1.028
4.04,0.183,0.04,1.028
4.06,0.183,0.04,1.028
4.08,0.156,0.044,1.045
4.1,0.156,0.044,1.045
4.12,0.156,0.044,1.045
4.14,0.218,0.044,1.046
4.16,0.218,0.044,1.046
4.18,0.218,0.044,1.046
4.2,0.223,0.004,1.055
4.22,0.223,0.004,1.055
4.24,0.223,0.004,1.055
4.26,0.229,-0.06,1.054
