time,x-acceleration,y-acceleration,z-acceleration
0,0.071,-0.106,1.105
0.02,0.071,-0.106,1.105
0.04,0.071,-0.106,1.105
0.06,-0.003,0,1.195
0.08,-0.003,0,1.195
0.1,-0.003,0,1.195
0.12,-0.023,-0.012,1.087
0.14,-0.023,-0.012,1.087
0.16,-0.023,-0.012,1.087
0.18,0.022,-0.067,0.94
0.2,0.022,-0.067,0.94
0.22,0.022,-0.067,0.94
0.24,0.152,-0.142,0.903
0.26,0.152,-0.142,0.903
0.28,0.152,-0.142,0.903
0.3,0.232,-0.203,0.931
0.32,0.232,-0.203,0.931
0.34,0.232,-0.203,0.931
0.36,0.262,-0.245,0.962
0.38,0.262,-0.245,0.962
0.4,0.262,-0.245,0.962
0.42,0.289,-0.263,0.967
0.44,0.289,-0.263,0.967
0.46,0.289,-0.263,0.967
0.48,0.25,-0.273,0.962
0.5,0.25,-0.273,0.962
0.52,0.25,-0.273,0.962
0.54,0.163,-0.26,0.952
0.56,0.163,-0.26,0.952
0.58,0.163,-0.26,0.952
0.6,0.11,-0.255,0.941
0.62,0.11,-0.255,0.941
0.64,0.11,-0.255,0.941
0.66,0.118,-0.295,0.925
0.68,0.118,-0.295,0.925
0.7,0.118,-0.295,0.925
0.72,0.115,-0.363,0.89
0.74,0.115,-0.363,0.89
0.76,0.115,-0.363,0.89
0.78,0.171,-0.413,0.858
0.8,0.171,-0.413,0.858
0.82,0.171,-0.413,0.858
0.84,0.285,-0.398,0.853
0.86,0.285,-0.398,0.853
0.88,0.285,-0.398,0.853
0.9,0.388,-0.296,0.935
0.92,0.388,-0.296,0.935
0.94,0.388,-0.296,0.935
0.96,0.452,-0.119,1.085
0.98,0.452,-0.119,1.085
1,0.452,-0.119,1.085
1.02,0.268,0.095,1.197
1.04,0.268,0.095,1.197
1.06,0.268,0.095,1.197
1.08,0.084,0.221,1.2
1.1,0.084,0.221,1.2
1.12,0.084,0.221,1.2
1.14,0.048,0.25,1.084
1.16,0.048,0.25,1.084
1.18,0.048,0.25,1.084
1.2,0.121,0.178,0.932
1.22,0.121,0.178,0.932
1.24,0.121,0.178,0.932
1.26,0.263,0.071,0.843
1.28,0.263,0.071,0.843
1.3,0.263,0.071,0.843
1.32,0.384,-0.058,0.864
1.34,0.384,-0.058,0.864
