time,x-acceleration,y-acceleration,z-acceleration
0,0.365,0.12,1.001
0.02,0.365,0.12,1.001
0.04,0.365,0.12,1.001
0.06,0.344,0.018,0.907
0.08,0.344,0.018,0.907
0.1,0.344,0.018,0.907
0.12,0.46,-0.079,0.827
0.14,0.46,-0.079,0.827
0.16,0.46,-0.079,0.827
0.18,0.59,-0.152,0.917
0.2,0.59,-0.152,0.917
0.22,0.59,-0.152,0.917
0.24,0.672,-0.189,0.99
0.26,0.672,-0.189,0.99
0.28,0.672,-0.189,0.99
0.3,0.7,-0.185,0.987
0.32,0.7,-0.185,0.987
0.34,0.7,-0.185,0.987
0.36,0.52,-0.228,0.922
0.38,0.52,-0.228,0.922
0.4,0.52,-0.228,0.922
0.42,0.379,-0.279,0.827
0.44,0.379,-0.279,0.827
0.46,0.379,-0.279,0.827
0.48,0.261,-0.331,0.794
0.5,0.261,-0.331,0.794
0.52,0.261,-0.331,0.794
0.54,0.148,-0.364,0.826
0.56,0.148,-0.364,0.826
0.58,0.148,-0.364,0.826
0.6,0.117,-0.371,0.904
0.62,0.117,-0.371,0.904
0.64,0.117,-0.371,0.904
0.66,0.102,-0.406,0.931
0.68,0.102,-0.406,0.931
0.7,0.102,-0.406,0.931
0.72,0.181,-0.454,0.903
0.74,0.181,-0.454,0.903
0.76,0.181,-0.454,0.903
0.78,0.329,-0.518,0.881
0.8,0.329,-0.518,0.881
0.82,0.329,-0.518,0.881
0.84,0.388,-0.558,0.857
0.86,0.388,-0.558,0.857
0.88,0.388,-0.558,0.857
0.9,0.415,-0.557,0.842
0.92,0.415,-0.557,0.842
0.94,0.415,-0.557,0.842
0.96,0.362,-0.529,0.802
0.98,0.362,-0.529,0.802
1,0.362,-0.529,0.802
1.02,0.314,-0.454,0.758
1.04,0.314,-0.454,0.758
1.06,0.314,-0.454,0.758
1.08,0.265,-0.358,0.804
1.1,0.265,-0.358,0.804
1.12,0.265,-0.358,0.804
1.14,0.166,-0.192,0.876
1.16,0.166,-0.192,0.876
1.18,0.166,-0.192,0.876
1.2,0.306,-0.056,0.954
1.22,0.306,-0.056,0.954
1.24,0.306,-0.056,0.954
1.26,0.456,0.052,1.001
1.28,0.456,0.052,1.001
1.3,0.456,0.052,1.001
1.32,0.572,0.143,1.053
1.34,0.572,0.143,1.053
1.36,0.572,0.143,1.053
1.38,0.53,0.224,1.105
1.4,0.53,0.224,1.105
1.42,0.53,0.224,1.105
1.44,0.416,0.276,1.093
1.46,0.416,0.276,1.093
1.48,0.416,0.276,1.093
1.5,0.45,0.258,1.061
1.52,0.45,0.258,1.061
1.54,0.45,0.258,1.061
1.56,0.389,0.158,0.98
1.58,0.389,0.158,0.98
1.6,0.389,0.158,0.98
1.62,0.491,0.012,0.852
1.64,0.491,0.012,0.852
1.66,0.491,0.012,0.852
1.68,0.597,-0.105,0.816
1.7,0.597,-0.105,0.816
1.72,0.597,-0.105,0.816
1.74,0.544,-0.166,0.866
1.76,0.544,-0.166,0.866
1.78,0.544,-0.166,0.866
1.8,0.525,-0.204,0.95
1.82,0.525,-0.204,0.95
1.84,0.525,-0.204,0.95
1.86,0.511,-0.199,0.956
1.88,0.511,-0.199,0.956
1.9,0.511,-0.199,0.956
1.92,0.462,-0.177,0.902
1.94,0.462,-0.177,0.902
1.96,0.462,-0.177,0.902
1.98,0.364,-0.182,0.845
2,0.364,-0.182,0.845
2.02,0.364,-0.182,0.845
2.04,0.327,-0.243,0.812
2.06,0.327,-0.243,0.812
2.08,0.327,-0.243,0.812
2.1,0.33,-0.317,0.826
2.12,0.33,-0.317,0.826
2.14,0.33,-0.317,0.826
2.16,0.292,-0.362,0.859
2.18,0.292,-0.362,0.859
2.2,0.292,-0.362,0.859
2.22,0.293,-0.389,0.885
2.24,0.293,-0.389,0.885
2.26,0.293,-0.389,0.885
2.28,0.358,-0.432,0.911
2.3,0.358,-0.432,0.911
2.32,0.358,-0.432,0.911
