time,x-acceleration,y-acceleration,z-acceleration
0,0.461,-0.365,1.13
0.02,0.461,-0.365,1.13
0.04,0.461,-0.365,1.13
0.06,0.478,-0.309,1.134
0.08,0.478,-0.309,1.134
0.1,0.478,-0.309,1.134
0.12,0.404,-0.285,0.971
0.14,0.404,-0.285,0.971
0.16,0.404,-0.285,0.971
0.18,0.368,-0.32,0.865
0.2,0.368,-0.32,0.865
0.22,0.368,-0.32,0.865
0.24,0.226,-0.367,0.838
0.26,0.226,-0.367,0.838
0.28,0.226,-0.367,0.838
0.3,0.053,-0.378,0.859
0.32,0.053,-0.378,0.859
0.34,0.053,-0.378,0.859
0.36,-0.127,-0.351,0.853
0.38,-0.127,-0.351,0.853
0.4,-0.127,-0.351,0.853
0.42,-0.186,-0.372,0.795
0.44,-0.186,-0.372,0.795
0.46,-0.186,-0.372,0.795
0.48,0.024,-0.469,0.737
0.5,0.024,-0.469,0.737
0.52,0.024,-0.469,0.737
0.54,0.284,-0.55,0.672
0.56,0.284,-0.55,0.672
0.58,0.284,-0.55,0.672
0.6,0.41,-0.6,0.688
0.62,0.41,-0.6,0.688
0.64,0.41,-0.6,0.688
0.66,0.455,-0.613,0.707
0.68,0.455,-0.613,0.707
0.7,0.455,-0.613,0.707
0.72,0.487,-0.558,0.71
0.74,0.487,-0.558,0.71
0.76,0.487,-0.558,0.71
0.78,0.438,-0.456,0.76
0.8,0.438,-0.456,0.76
0.82,0.438,-0.456,0.76
0.84,0.362,-0.333,0.929
0.86,0.362,-0.333,0.929
0.88,0.362,-0.333,0.929
0.9,0.214,-0.192,1.102
0.92,0.214,-0.192,1.102
0.94,0.214,-0.192,1.102
0.96,-0.01,-0.094,1.149
0.98,-0.01,-0.094,1.149
1,-0.01,-0.094,1.149
1.02,-0.162,-0.022,1.102
1.04,-0.162,-0.022,1.102
1.06,-0.162,-0.022,1.102
1.08,-0.072,-0.026,1.086
1.1,-0.072,-0.026,1.086
1.12,-0.072,-0.026,1.086
1.14,0.183,-0.101,1.105
1.16,0.183,-0.101,1.105
1.18,0.183,-0.101,1.105
1.2,0.337,-0.241,1.027
1.22,0.337,-0.241,1.027
1.24,0.337,-0.241,1.027
1.26,0.361,-0.299,0.937
1.28,0.361,-0.299,0.937
1.3,0.361,-0.299,0.937
1.32,0.357,-0.297,0.897
1.34,0.357,-0.297,0.897
1.36,0.357,-0.297,0.897
1.38,0.439,-0.309,0.922
1.4,0.439,-0.309,0.922
1.42,0.439,-0.309,0.922
1.44,0.518,-0.357,1.088
1.46,0.518,-0.357,1.088
1.48,0.518,-0.357,1.088
1.5,0.442,-0.342,1.13
1.52,0.442,-0.342,1.13
1.54,0.442,-0.342,1.13
1.56,0.336,-0.305,1.008
1.58,0.336,-0.305,1.008
1.6,0.336,-0.305,1.008
1.62,0.2,-0.284,0.891
1.64,0.2,-0.284,0.891
1.66,0.2,-0.284,0.891
1.68,0.049,-0.318,0.869
1.7,0.049,-0.318,0.869
1.72,0.049,-0.318,0.869
1.74,0.051,-0.332,0.892
1.76,0.051,-0.332,0.892
1.78,0.051,-0.332,0.892
1.8,0.107,-0.361,0.877
1.82,0.107,-0.361,0.877
1.84,0.107,-0.361,0.877
1.86,0.187,-0.415,0.82
1.88,0.187,-0.415,0.82
1.9,0.187,-0.415,0.82
1.92,0.258,-0.461,0.747
1.94,0.258,-0.461,0.747
1.96,0.258,-0.461,0.747
1.98,0.34,-0.512,0.701
2,0.34,-0.512,0.701
2.02,0.34,-0.512,0.701
2.04,0.322,-0.562,0.67
2.06,0.322,-0.562,0.67
2.08,0.322,-0.562,0.67
2.1,0.285,-0.593,0.656
2.12,0.285,-0.593,0.656
2.14,0.285,-0.593,0.656
2.16,0.352,-0.581,0.703
2.18,0.352,-0.581,0.703
2.2,0.352,-0.581,0.703
2.22,0.405,-0.514,0.767
2.24,0.405,-0.514,0.767
2.26,0.405,-0.514,0.767
2.28,0.332,-0.435,0.845
2.3,0.332,-0.435,0.845
2.32,0.332,-0.435,0.845
2.34,0.24,-0.315,0.911
2.36,0.24,-0.315,0.911
2.38,0.24,-0.315,0.911
2.4,0.21,-0.212,1.017
2.42,0.21,-0.212,1.017
2.44,0.21,-0.212,1.017
2.46,0.137,-0.157,1.083
2.48,0.137,-0.157,1.083
2.5,0.137,-0.157,1.083
2.52,0.114,-0.095,1.098
2.54,0.114,-0.095,1.098
2.56,0.114,-0.095,1.098
2.58,0.206,-0.022,1.182
2.6,0.206,-0.022,1.182
2.62,0.206,-0.022,1.182
2.64,0.316,-0.01,1.256
2.66,0.316,-0.01,1.256
2.68,0.316,-0.01,1.256
2.7,0.422,-0.057,1.194
2.72,0.422,-0.057,1.194
2.74,0.422,-0.057,1.194
2.76,0.339,-0.202,1.028
2.78,0.339,-0.202,1.028
2.8,0.339,-0.202,1.028
2.82,0.172,-0.249,0.88
2.84,0.172,-0.249,0.88
2.86,0.172,-0.249,0.88
2.88,0.143,-0.138,0.812
2.9,0.143,-0.138,0.812
2.92,0.143,-0.138,0.812
2.94,0.302,-0.165,0.877
2.96,0.302,-0.165,0.877
2.98,0.302,-0.165,0.877
3,0.565,-0.279,1.058
3.02,0.565,-0.279,1.058
3.04,0.565,-0.279,1.058
3.06,0.601,-0.3,1.123
3.08,0.601,-0.3,1.123
3.1,0.601,-0.3,1.123
3.12,0.411,-0.292,0.99
3.14,0.411,-0.292,0.99
3.16,0.411,-0.292,0.99
3.18,0.242,-0.3,0.861
3.2,0.242,-0.3,0.861
3.22,0.242,-0.3,0.861
3.24,0.081,-0.311,0.82
3.26,0.081,-0.311,0.82
3.28,0.081,-0.311,0.82
3.3,-0.106,-0.323,0.87
3.32,-0.106,-0.323,0.87
3.34,-0.106,-0.323,0.87
3.36,-0.264,-0.345,0.919
3.38,-0.264,-0.345,0.919
3.4,-0.264,-0.345,0.919
3.42,-0.246,-0.391,0.907
3.44,-0.246,-0.391,0.907
3.46,-0.246,-0.391,0.907
3.48,-0.108,-0.473,0.839
3.5,-0.108,-0.473,0.839
3.52,-0.108,-0.473,0.839
3.54,0.097,-0.552,0.784
3.56,0.097,-0.552,0.784
3.58,0.097,-0.552,0.784
3.6,0.24,-0.601,0.764
3.62,0.24,-0.601,0.764
3.64,0.24,-0.601,0.764
3.66,0.239,-0.608,0.786
3.68,0.239,-0.608,0.786
3.7,0.239,-0.608,0.786
3.72,0.12,-0.549,0.844
3.74,0.12,-0.549,0.844
3.76,0.12,-0.549,0.844
3.78,0.048,-0.408,0.886
3.8,0.048,-0.408,0.886
3.82,0.048,-0.408,0.886
3.84,0.156,-0.27,0.945
3.86,0.156,-0.27,0.945
3.88,0.156,-0.27,0.945
3.9,0.188,-0.132,1.02
3.92,0.188,-0.132,1.02
3.94,0.188,-0.132,1.02
3.96,0.156,0.02,1.122
3.98,0.156,0.02,1.122
4,0.156,0.02,1.122
4.02,0.139,0.163,1.206
4.04,0.139,0.163,1.206
4.06,0.139,0.163,1.206
4.08,0.198,0.235,1.239
4.1,0.198,0.235,1.239
4.12,0.198,0.235,1.239
4.14,0.225,0.255,1.218
4.16,0.225,0.255,1.218
4.18,0.225,0.255,1.218
4.2,0.2,0.248,1.103
4.22,0.2,0.248,1.103
4.24,0.2,0.248,1.103
4.26,0.27,0.177,1.015
4.28,0.27,0.177,1.015
4.3,0.27,0.177,1.015
4.32,0.261,0.048,0.905
4.34,0.261,0.048,0.905
4.36,0.261,0.048,0.905
4.38,0.324,-0.019,0.823
4.4,0.324,-0.019,0.823
4.42,0.324,-0.019,0.823
4.44,0.371,-0.052,0.934
4.46,0.371,-0.052,0.934
4.48,0.371,-0.052,0.934
4.5,0.371,-0.117,1.079
4.52,0.371,-0.117,1.079
4.54,0.371,-0.117,1.079
4.56,0.401,-0.145,1.119
4.58,0.401,-0.145,1.119
4.6,0.401,-0.145,1.119
4.62,0.386,-0.122,1.063
4.64,0.386,-0.122,1.063
4.66,0.386,-0.122,1.063
4.68,0.316,-0.141,0.964
4.7,0.316,-0.141,0.964
4.72,0.316,-0.141,0.964
4.74,0.295,-0.194,0.893
4.76,0.295,-0.194,0.893
4.78,0.295,-0.194,0.893
4.8,0.183,-0.252,0.875
4.82,0.183,-0.252,0.875
4.84,0.183,-0.252,0.875
4.86,0.018,-0.268,0.908
4.88,0.018,-0.268,0.908
4.9,0.018,-0.268,0.908
4.92,-0.002,-0.296,0.907
4.94,-0.002,-0.296,0.907
4.96,-0.002,-0.296,0.907
4.98,0.076,-0.357,0.874
5,0.076,-0.357,0.874
5.02,0.076,-0.357,0.874
5.04,0.145,-0.416,0.862
5.06,0.145,-0.416,0.862
5.08,0.145,-0.416,0.862
5.1,0.225,-0.447,0.882
5.12,0.225,-0.447,0.882
5.14,0.225,-0.447,0.882
5.16,0.254,-0.442,0.862
5.18,0.254,-0.442,0.862
5.2,0.254,-0.442,0.862
5.22,0.217,-0.422,0.838
5.24,0.217,-0.422,0.838
5.26,0.217,-0.422,0.838
5.28,0.15,-0.398,0.797
5.3,0.15,-0.398,0.797
5.32,0.15,-0.398,0.797
5.34,0.093,-0.364,0.806
5.36,0.093,-0.364,0.806
5.38,0.093,-0.364,0.806
5.4,0.11,-0.292,0.875
5.42,0.11,-0.292,0.875
5.44,0.11,-0.292,0.875
5.46,0.246,-0.184,0.913
5.48,0.246,-0.184,0.913
5.5,0.246,-0.184,0.913
5.52,0.316,-0.072,0.952
5.54,0.316,-0.072,0.952
5.56,0.316,-0.072,0.952
5.58,0.164,0.069,1.042
5.6,0.164,0.069,1.042
5.62,0.164,0.069,1.042
5.64,0.109,0.223,1.191
5.66,0.109,0.223,1.191
5.68,0.109,0.223,1.191
5.7,0.305,0.317,1.269
5.72,0.305,0.317,1.269
5.74,0.305,0.317,1.269
5.76,0.428,0.327,1.219
5.78,0.428,0.327,1.219
5.8,0.428,0.327,1.219
5.82,0.449,0.29,1.136
5.84,0.449,0.29,1.136
5.86,0.449,0.29,1.136
5.88,0.348,0.203,1.041
5.9,0.348,0.203,1.041
5.92,0.348,0.203,1.041
5.94,0.28,0.076,0.91
5.96,0.28,0.076,0.91
5.98,0.28,0.076,0.91
6,0.358,-0.012,0.785
6.02,0.358,-0.012,0.785
6.04,0.358,-0.012,0.785
6.06,0.439,-0.088,0.856
6.08,0.439,-0.088,0.856
6.1,0.439,-0.088,0.856
6.12,0.474,-0.148,0.995
6.14,0.474,-0.148,0.995
6.16,0.474,-0.148,0.995
6.18,0.549,-0.183,1.097
6.2,0.549,-0.183,1.097
6.22,0.549,-0.183,1.097
6.24,0.527,-0.17,1.065
6.26,0.527,-0.17,1.065
6.28,0.527,-0.17,1.065
6.3,0.391,-0.163,0.955
6.32,0.391,-0.163,0.955
