time,x-acceleration,y-acceleration,z-acceleration
0,0.34,-0.211,0.822
0.02,0.455,-0.225,0.781
0.04,0.438,-0.156,0.864
0.06,0.381,-0.091,0.967
0.08,0.375,-0.031,1.043
0.1,0.269,0.019,1.077
0.12,0.065,0.057,1.034
0.14,-0.02,0.07,0.993
0.16,0.045,0.037,0.976
0.18,0.269,-0.012,1.008
0.2,0.398,-0.081,1.017
0.22,0.448,-0.147,0.972
0.24,0.418,-0.164,0.925
0.26,0.369,-0.155,0.904
0.28,0.291,-0.132,0.898
0.3,0.217,-0.075,0.914
0.32,0.124,0.017,0.951
0.34,0.091,0.108,1.017
0.36,0.005,0.166,1.075
0.38,-0.185,0.219,1.091
0.4,-0.183,0.26,1.118
0.42,-0.021,0.25,1.094
0.44,0.166,0.162,0.976
0.46,0.232,0.024,0.912
0.48,0.255,-0.03,0.916
0.5,0.315,-0.106,0.955
0.52,0.364,-0.149,0.983
0.54,0.274,-0.138,0.94
0.56,0.26,-0.125,0.94
0.58,0.264,-0.091,0.982
0.6,0.261,-0.069,1.006
0.62,0.249,-0.055,1.022
0.64,0.219,0.008,1.038
0.66,0.144,0.063,1.034
0.68,0.084,0.089,1.011
0.7,0.075,0.094,1.016
0.72,0.18,0.115,1.046
0.74,0.281,0.133,1.027
0.76,0.247,0.132,0.988
0.78,0.115,0.18,0.995
0.8,-0.116,0.232,1.038
0.82,-0.244,0.226,1.101
0.84,-0.232,0.169,1.116
0.86,-0.243,0.1,1.007
0.88,-0.174,0.039,0.866
0.9,0.002,-0.052,0.853
0.92,0.231,-0.116,0.858
0.94,0.394,-0.207,0.802
0.96,0.547,-0.254,0.785
0.98,0.553,-0.186,0.876
1,0.517,-0.122,0.966
1.02,0.45,-0.042,1.012
1.04,0.325,0.008,1.027
1.06,0.141,0.049,1.025
1.08,0.081,0.074,1.021
1.1,0.113,0.051,1.001
1.12,0.261,0.005,1.006
1.14,0.4,-0.042,1.009
1.16,0.457,-0.093,0.988
1.18,0.453,-0.138,0.959
1.2,0.401,-0.148,0.931
1.22,0.363,-0.152,0.907
1.24,0.339,-0.14,0.886
1.26,0.211,-0.094,0.866
1.28,0.078,-0.045,0.862
1.3,0.063,0.015,0.9
1.32,0.13,0.106,0.993
1.34,0.159,0.209,1.073
1.36,0.045,0.235,1.081
1.38,0.095,0.229,1.09
1.4,0.096,0.256,1.095
1.42,0.071,0.249,1.003
1.44,0.123,0.127,0.953
1.46,0.153,0.068,0.955
1.48,0.277,-0.035,0.952
1.5,0.381,-0.134,0.967
1.52,0.418,-0.154,0.988
1.54,0.397,-0.158,1.009
1.56,0.354,-0.118,1.006
1.58,0.31,-0.077,0.986
1.6,0.261,-0.04,0.963
1.62,0.208,0.01,0.945
1.64,0.237,0.077,0.996
1.66,0.27,0.143,1.051
1.68,0.163,0.184,1.044
1.7,-0.042,0.224,0.954
1.72,-0.018,0.22,0.953
1.74,-0.023,0.221,0.999
1.76,-0.083,0.21,1.045
1.78,-0.084,0.176,1.084
1.8,-0.091,0.102,1.064
1.82,-0.148,0.037,0.991
