time,x-acceleration,y-acceleration,z-acceleration
3.72,0.222,-0.238,0.916
3.74,0.257,-0.239,0.891
3.76,0.413,-0.256,0.9
3.78,0.5,-0.268,0.917
3.8,0.486,-0.274,0.903
3.82,0.443,-0.255,0.907
3.84,0.429,-0.245,0.91
3.86,0.448,-0.244,0.9
3.88,0.532,-0.244,0.866
3.9,0.748,-0.301,0.846
3.92,0.774,-0.326,0.809
3.94,0.623,-0.302,0.794
3.96,0.448,-0.227,0.809
3.98,0.273,-0.162,0.863
4,0.009,-0.045,1.007
4.02,-0.188,0.039,1.115
4.04,-0.113,0.034,1.12
4.06,0.194,0.002,1.124
4.08,0.187,0.032,1.042
4.1,0.09,-0.021,0.894
4.12,0.044,-0.132,0.893
4.14,0.03,-0.151,0.93
4.16,0.076,-0.268,0.965
4.18,0.139,-0.314,0.933
4.2,0.15,-0.371,0.896
4.22,0.134,-0.39,0.881
4.24,0.076,-0.388,0.872
4.26,0.068,-0.412,0.888
4.28,0.154,-0.376,0.945
4.3,0.156,-0.27,0.996
4.32,0.068,-0.174,1.04
4.34,0.08,-0.083,1.054
4.36,0.08,-0.042,1.033
4.38,0.222,-0.045,1.034
4.4,0.239,-0.036,1.056
4.42,0.224,-0.021,1.103
4.44,0.218,-0.064,1.121
4.46,0.144,-0.144,1.059
4.48,0.071,-0.182,1.027
4.5,0.002,-0.209,1.023
4.52,-0.029,-0.238,0.939
4.54,0.075,-0.247,0.879
4.56,0.124,-0.262,0.901
4.58,0.103,-0.257,0.92
4.6,0.116,-0.263,0.927
4.62,0.115,-0.274,0.901
4.64,0.116,-0.284,0.878
4.66,0.165,-0.294,0.862
4.68,0.269,-0.334,0.8
4.7,0.417,-0.351,0.76
4.72,0.538,-0.325,0.79
4.74,0.672,-0.319,0.83
4.76,0.718,-0.311,0.866
4.78,0.698,-0.308,0.895
4.8,0.623,-0.311,0.904
4.82,0.615,-0.325,0.878
4.84,0.596,-0.327,0.825
4.86,0.471,-0.284,0.797
4.88,0.304,-0.168,0.845
4.9,0.112,-0.06,0.951
4.92,-0.076,0.055,1.081
4.94,-0.246,0.124,1.174
4.96,-0.226,0.126,1.187
4.98,0.044,0.09,1.155
5,0.271,-0.039,1.004
5.02,0.356,-0.245,0.879
5.04,0.356,-0.265,0.831
5.06,0.313,-0.345,0.861
5.08,0.22,-0.399,0.901
5.1,0.127,-0.382,0.875
5.12,0.108,-0.362,0.843
5.14,0.121,-0.334,0.843
5.16,0.177,-0.345,0.831
5.18,0.255,-0.328,0.856
5.2,0.275,-0.251,0.963
5.22,0.234,-0.146,1.054
5.24,0.115,-0.06,1.096
5.26,0.069,-0.036,1.103
5.28,0.223,-0.034,1.077
5.3,0.341,-0.046,0.998
5.32,0.329,-0.067,0.986
5.34,0.171,-0.06,1.005
5.36,-0.024,-0.079,1.031
5.38,-0.076,-0.123,1.096
5.4,-0.104,-0.131,1.159
5.42,-0.086,-0.167,1.133
5.44,-0.085,-0.212,0.986
5.46,0.01,-0.214,0.887
5.48,0.092,-0.213,0.912
5.5,0.16,-0.238,0.957
5.52,0.146,-0.256,0.954
5.54,0.139,-0.277,0.9
5.56,0.124,-0.279,0.856
5.58,0.147,-0.263,0.853
5.6,0.145,-0.273,0.844
5.62,0.193,-0.304,0.828
5.64,0.438,-0.361,0.796
5.66,0.579,-0.358,0.796
5.68,0.617,-0.34,0.753
5.7,0.75,-0.313,0.791
5.72,0.827,-0.283,0.883
5.74,0.775,-0.267,0.896
5.76,0.735,-0.295,0.833
5.78,0.719,-0.312,0.774
5.8,0.582,-0.279,0.744
5.82,0.379,-0.169,0.827
5.84,0.106,-0.059,0.953
5.86,-0.161,0.02,1.086
5.88,-0.253,0.05,1.172
5.9,-0.207,0.045,1.171
5.92,-0.018,0.012,1.042
5.94,0.326,-0.143,0.892
5.96,0.452,-0.249,0.818
5.98,0.405,-0.287,0.836
6,0.269,-0.324,0.88
6.02,0.14,-0.324,0.879
6.04,0.105,-0.316,0.885
6.06,0.2,-0.3,0.925
6.08,0.284,-0.294,0.949
6.1,0.359,-0.297,0.954
