acc_x,acc_y,acc_z
0.396,0.499,1.026
0.396,0.499,1.026
0.411,0.318,0.951
0.411,0.318,0.951
0.411,0.318,0.951
0.481,0.11,0.861
0.481,0.11,0.861
0.481,0.11,0.861
0.546,-0.015,0.868
0.546,-0.015,0.868
0.546,-0.015,0.868
0.589,-0.078,0.962
0.589,-0.078,0.962
0.589,-0.078,0.962
0.579,-0.126,1.01
0.579,-0.126,1.01
0.579,-0.126,1.01
0.515,-0.135,0.976
0.515,-0.135,0.976
0.515,-0.135,0.976
0.353,-0.146,0.922
0.353,-0.146,0.922
0.353,-0.146,0.922
0.218,-0.172,0.879
0.218,-0.172,0.879
0.218,-0.172,0.879
0.205,-0.219,0.849
0.205,-0.219,0.849
0.205,-0.219,0.849
0.296,-0.274,0.88
0.296,-0.274,0.88
0.296,-0.274,0.88
0.303,-0.342,0.938
0.303,-0.342,0.938
0.303,-0.342,0.938
0.286,-0.368,0.945
0.286,-0.368,0.945
0.286,-0.368,0.945
0.295,-0.425,0.914
0.295,-0.425,0.914
0.295,-0.425,0.914
0.316,-0.531,0.886
0.316,-0.531,0.886
0.316,-0.531,0.886
0.399,-0.581,0.846
0.399,-0.581,0.846
0.399,-0.581,0.846
0.502,-0.563,0.806
0.502,-0.563,0.806
0.502,-0.563,0.806
0.551,-0.48,0.825
0.551,-0.48,0.825
0.551,-0.48,0.825
0.446,-0.344,0.879
0.446,-0.344,0.879
0.446,-0.344,0.879
0.266,-0.173,0.935
0.266,-0.173,0.935
0.266,-0.173,0.935
0.133,-0.029,0.957
0.133,-0.029,0.957
0.133,-0.029,0.957
0.033,0.071,0.973
0.033,0.071,0.973
0.033,0.071,0.973
0.144,0.187,0.985
0.144,0.187,0.985
0.144,0.187,0.985
0.354,0.279,1.052
0.354,0.279,1.052
0.354,0.279,1.052
0.388,0.396,1.16
0.388,0.396,1.16
0.388,0.396,1.16
0.372,0.487,1.158
0.372,0.487,1.158
0.372,0.487,1.158
0.443,0.393,1.078
0.443,0.393,1.078
0.443,0.393,1.078
0.442,0.231,0.947
0.442,0.231,0.947
0.442,0.231,0.947
0.453,0.057,0.831
0.453,0.057,0.831
0.453,0.057,0.831
0.494,-0.056,0.767
0.494,-0.056,0.767
0.494,-0.056,0.767
0.523,-0.102,0.848
0.523,-0.102,0.848
0.523,-0.102,0.848
0.5,-0.104,0.977
0.5,-0.104,0.977
0.5,-0.104,0.977
0.535,-0.103,1.046
0.535,-0.103,1.046
0.535,-0.103,1.046
0.498,-0.144,1.022
0.498,-0.144,1.022
0.498,-0.144,1.022
0.387,-0.168,0.942
0.387,-0.168,0.942
0.387,-0.168,0.942
0.298,-0.188,0.88
0.298,-0.188,0.88
0.298,-0.188,0.88
0.21,-0.246,0.89
0.21,-0.246,0.89
0.21,-0.246,0.89
0.133,-0.268,0.95
0.133,-0.268,0.95
0.133,-0.268,0.95
0.183,-0.313,0.977
0.183,-0.313,0.977
0.183,-0.313,0.977
0.3,-0.397,0.93
0.3,-0.397,0.93
0.3,-0.397,0.93
0.41,-0.469,0.879
0.41,-0.469,0.879
0.41,-0.469,0.879
0.437,-0.492,0.878
0.437,-0.492,0.878
0.437,-0.492,0.878
0.4,-0.48,0.879
0.4,-0.48,0.879
0.4,-0.48,0.879
0.327,-0.447,0.862
0.327,-0.447,0.862
0.327,-0.447,0.862
0.239,-0.393,0.836
0.239,-0.393,0.836
0.239,-0.393,0.836
0.145,-0.327,0.829
0.145,-0.327,0.829
0.145,-0.327,0.829
0.063,-0.25,0.835
0.063,-0.25,0.835
0.063,-0.25,0.835
0.081,-0.146,0.896
0.081,-0.146,0.896
0.081,-0.146,0.896
0.206,0.009,0.97
0.206,0.009,0.97
0.206,0.009,0.97
0.376,0.187,1.026
0.376,0.187,1.026
0.376,0.187,1.026
0.398,0.319,1.044
0.398,0.319,1.044
0.398,0.319,1.044
0.349,0.454,1.067
0.349,0.454,1.067
0.349,0.454,1.067
0.489,0.501,1.082
0.489,0.501,1.082
0.489,0.501,1.082
0.497,0.365,1.047
0.497,0.365,1.047
0.497,0.365,1.047
0.507,0.157,0.98
0.507,0.157,0.98
0.507,0.157,0.98
0.584,-0.004,0.904
0.584,-0.004,0.904
0.584,-0.004,0.904
0.609,-0.054,0.945
0.609,-0.054,0.945
0.609,-0.054,0.945
0.515,-0.043,1.007
0.515,-0.043,1.007
0.515,-0.043,1.007
0.399,-0.039,0.996
0.399,-0.039,0.996
0.399,-0.039,0.996
0.342,-0.035,0.964
0.342,-0.035,0.964
0.342,-0.035,0.964
0.267,-0.045,0.918
0.267,-0.045,0.918
0.267,-0.045,0.918
0.173,-0.028,0.881
0.173,-0.028,0.881
0.173,-0.028,0.881
0.114,-0.082,0.923
0.114,-0.082,0.923
0.114,-0.082,0.923
0.051,-0.167,0.967
0.051,-0.167,0.967
0.051,-0.167,0.967
0.16,-0.227,0.962
0.16,-0.227,0.962
0.16,-0.227,0.962
0.386,-0.352,0.927
0.386,-0.352,0.927
0.386,-0.352,0.927
0.506,-0.466,0.888
0.506,-0.466,0.888
0.506,-0.466,0.888
0.559,-0.537,0.85
0.559,-0.537,0.85
0.559,-0.537,0.85
0.519,-0.555,0.851
0.519,-0.555,0.851
0.519,-0.555,0.851
0.451,-0.52,0.844
0.451,-0.52,0.844
0.451,-0.52,0.844
0.335,-0.457,0.842
0.335,-0.457,0.842
0.335,-0.457,0.842
0.197,-0.338,0.863
0.197,-0.338,0.863
0.197,-0.338,0.863
0.148,-0.212,0.928
0.148,-0.212,0.928
0.148,-0.212,0.928
0.214,-0.064,0.988
0.214,-0.064,0.988
0.214,-0.064,0.988
0.393,0.086,1.032
0.393,0.086,1.032
0.393,0.086,1.032
0.487,0.19,1.068
0.487,0.19,1.068
0.487,0.19,1.068
0.44,0.281,1.116
0.44,0.281,1.116
0.44,0.281,1.116
0.389,0.377,1.097
0.389,0.377,1.097
0.389,0.377,1.097
0.416,0.408,1.004
0.416,0.408,1.004
0.416,0.408,1.004
0.546,0.376,0.969
0.546,0.376,0.969
0.546,0.376,0.969
0.538,0.311,0.96
0.538,0.311,0.96
0.538,0.311,0.96
0.433,0.166,0.898
0.433,0.166,0.898
0.433,0.166,0.898
0.421,-0.013,0.838
0.421,-0.013,0.838
0.421,-0.013,0.838
0.446,-0.138,0.818
0.446,-0.138,0.818
0.446,-0.138,0.818
0.475,-0.225,0.866
0.475,-0.225,0.866
0.475,-0.225,0.866
0.475,-0.248,0.951
0.475,-0.248,0.951
0.475,-0.248,0.951
0.474,-0.204,1.003
0.474,-0.204,1.003
0.474,-0.204,1.003
0.441,-0.184,0.963
0.441,-0.184,0.963
0.441,-0.184,0.963
0.331,-0.121,0.9
0.331,-0.121,0.9
0.331,-0.121,0.9
0.174,-0.07,0.888
0.174,-0.07,0.888
0.174,-0.07,0.888
0.1,-0.1,0.949
0.1,-0.1,0.949
0.1,-0.1,0.949
0.135,-0.166,1.02
0.135,-0.166,1.02
0.135,-0.166,1.02
0.214,-0.25,1.022
0.214,-0.25,1.022
0.214,-0.25,1.022
0.359,-0.332,0.965
0.359,-0.332,0.965
0.359,-0.332,0.965
0.476,-0.431,0.876
0.476,-0.431,0.876
0.476,-0.431,0.876
0.5,-0.459,0.823
0.5,-0.459,0.823
0.5,-0.459,0.823
0.452,-0.457,0.804
0.452,-0.457,0.804
0.452,-0.457,0.804
0.365,-0.437,0.801
0.365,-0.437,0.801
0.365,-0.437,0.801
0.253,-0.386,0.809
0.253,-0.386,0.809
0.253,-0.386,0.809
0.186,-0.322,0.857
0.186,-0.322,0.857
0.186,-0.322,0.857
0.162,-0.248,0.872
0.162,-0.248,0.872
0.162,-0.248,0.872
0.251,-0.124,0.893
0.251,-0.124,0.893
0.251,-0.124,0.893
0.419,0.051,0.963
0.419,0.051,0.963
0.419,0.051,0.963
0.552,0.216,1.001
0.552,0.216,1.001
0.552,0.216,1.001
0.586,0.327,1.067
0.586,0.327,1.067
0.586,0.327,1.067
0.536,0.468,1.117
0.536,0.468,1.117
0.536,0.468,1.117
0.554,0.513,1.098
0.554,0.513,1.098
0.554,0.513,1.098
0.451,0.426,0.985
0.451,0.426,0.985
0.451,0.426,0.985
0.471,0.265,0.869
0.471,0.265,0.869
0.471,0.265,0.869
0.522,0.11,0.843
0.522,0.11,0.843
0.522,0.11,0.843
0.506,-0.02,0.881
0.506,-0.02,0.881
0.506,-0.02,0.881
0.445,-0.131,0.888
0.445,-0.131,0.888
0.445,-0.131,0.888
0.347,-0.218,0.914
0.347,-0.218,0.914
0.347,-0.218,0.914
0.335,-0.238,0.938
0.335,-0.238,0.938
0.335,-0.238,0.938
0.337,-0.188,0.977
0.337,-0.188,0.977
0.337,-0.188,0.977
0.371,-0.134,0.997
0.371,-0.134,0.997
0.371,-0.134,0.997
0.421,-0.101,0.982
0.421,-0.101,0.982
0.421,-0.101,0.982
0.371,-0.099,0.927
0.371,-0.099,0.927
0.371,-0.099,0.927
0.26,-0.156,0.896
0.26,-0.156,0.896
0.26,-0.156,0.896
0.27,-0.226,0.935
0.27,-0.226,0.935
0.27,-0.226,0.935
0.329,-0.298,0.976
0.329,-0.298,0.976
0.329,-0.298,0.976
0.433,-0.4,0.954
0.433,-0.4,0.954
0.433,-0.4,0.954
0.502,-0.476,0.898
0.502,-0.476,0.898
0.502,-0.476,0.898
0.471,-0.494,0.861
0.471,-0.494,0.861
0.471,-0.494,0.861
0.437,-0.477,0.825
0.437,-0.477,0.825
0.437,-0.477,0.825
0.384,-0.449,0.793
0.384,-0.449,0.793
0.384,-0.449,0.793
0.324,-0.41,0.797
0.324,-0.41,0.797
0.324,-0.41,0.797
0.271,-0.316,0.828
0.271,-0.316,0.828
0.271,-0.316,0.828
0.236,-0.165,0.895
0.236,-0.165,0.895
0.236,-0.165,0.895
0.199,-0.024,0.95
0.199,-0.024,0.95
0.199,-0.024,0.95
0.279,0.086,0.971
0.279,0.086,0.971
0.279,0.086,0.971
0.392,0.21,1.002
0.392,0.21,1.002
0.392,0.21,1.002
0.46,0.34,1.068
0.46,0.34,1.068
0.46,0.34,1.068
0.454,0.44,1.139
0.454,0.44,1.139
0.454,0.44,1.139
0.515,0.436,1.116
0.515,0.436,1.116
0.515,0.436,1.116
0.463,0.339,1.001
0.463,0.339,1.001
0.463,0.339,1.001
0.464,0.165,0.879
0.464,0.165,0.879
0.464,0.165,0.879
0.503,0.004,0.834
0.211,-0.284,0.906
0.211,-0.284,0.906
0.211,-0.284,0.906
0.323,-0.188,0.968
0.323,-0.188,0.968
0.323,-0.188,0.968
0.405,-0.095,1.0
0.405,-0.095,1.0
0.405,-0.095,1.0
0.468,0.029,0.979
0.468,0.029,0.979
0.468,0.029,0.979
0.499,0.184,0.912
0.499,0.184,0.912
0.499,0.184,0.912
0.532,0.302,0.949
0.532,0.302,0.949
0.532,0.302,0.949
0.501,0.366,1.057
0.501,0.366,1.057
0.501,0.366,1.057
0.518,0.401,1.081
0.518,0.401,1.081
0.518,0.401,1.081
0.519,0.278,0.991
0.519,0.278,0.991
0.519,0.278,0.991
0.423,0.001,0.844
0.423,0.001,0.844
0.423,0.001,0.844
0.288,-0.165,0.815
0.288,-0.165,0.815
0.288,-0.165,0.815
0.397,-0.256,0.869
0.397,-0.256,0.869
0.397,-0.256,0.869
0.657,-0.255,0.982
0.657,-0.255,0.982
0.657,-0.255,0.982
0.702,-0.191,1.124
0.702,-0.191,1.124
0.702,-0.191,1.124
0.54,-0.102,1.089
0.54,-0.102,1.089
0.54,-0.102,1.089
0.401,-0.086,0.953
0.401,-0.086,0.953
0.401,-0.086,0.953
0.252,-0.1,0.85
0.252,-0.1,0.85
0.252,-0.1,0.85
0.055,-0.136,0.824
0.055,-0.136,0.824
0.055,-0.136,0.824
-0.026,-0.231,0.888
-0.026,-0.231,0.888
-0.026,-0.231,0.888
0.017,-0.311,0.987
0.017,-0.311,0.987
0.017,-0.311,0.987
0.068,-0.359,1.066
0.068,-0.359,1.066
0.068,-0.359,1.066
0.175,-0.417,1.066
0.175,-0.417,1.066
0.175,-0.417,1.066
0.34,-0.51,1.0
0.34,-0.51,1.0
0.34,-0.51,1.0
0.451,-0.577,0.915
0.451,-0.577,0.915
0.451,-0.577,0.915
0.466,-0.566,0.874
0.466,-0.566,0.874
0.466,-0.566,0.874
0.363,-0.514,0.846
0.363,-0.514,0.846
0.363,-0.514,0.846
0.243,-0.43,0.838
0.243,-0.43,0.838
0.243,-0.43,0.838
0.134,-0.331,0.858
0.134,-0.331,0.858
0.134,-0.331,0.858
0.091,-0.184,0.897
0.091,-0.184,0.897
0.091,-0.184,0.897
0.114,-0.045,0.931
0.114,-0.045,0.931
0.114,-0.045,0.931
0.211,0.123,0.947
0.211,0.123,0.947
0.211,0.123,0.947
0.328,0.272,0.947
0.328,0.272,0.947
0.328,0.272,0.947
0.407,0.367,0.97
0.407,0.367,0.97
0.407,0.367,0.97
0.45,0.427,0.98
0.45,0.427,0.98
0.45,0.427,0.98
0.585,0.402,0.972
0.585,0.402,0.972
0.585,0.402,0.972
0.608,0.299,0.974
0.608,0.299,0.974
0.608,0.299,0.974
0.559,0.151,0.931
0.559,0.151,0.931
0.559,0.151,0.931
0.589,-0.014,0.873
0.589,-0.014,0.873
0.589,-0.014,0.873
0.56,-0.125,0.887
0.56,-0.125,0.887
0.56,-0.125,0.887
0.452,-0.13,0.939
0.452,-0.13,0.939
0.452,-0.13,0.939
0.429,-0.09,1.03
0.429,-0.09,1.03
0.429,-0.09,1.03
0.413,-0.04,1.071
0.413,-0.04,1.071
0.413,-0.04,1.071
0.394,-0.021,1.024
0.394,-0.021,1.024
0.394,-0.021,1.024
0.314,0.017,0.932
0.314,0.017,0.932
0.314,0.017,0.932
0.279,0.083,0.874
0.279,0.083,0.874
0.279,0.083,0.874
0.183,0.024,0.904
0.183,0.024,0.904
0.183,0.024,0.904
0.049,-0.099,0.97
0.049,-0.099,0.97
0.049,-0.099,0.97
0.047,-0.228,0.986
0.047,-0.228,0.986
0.047,-0.228,0.986
0.099,-0.355,0.944
0.099,-0.355,0.944
0.099,-0.355,0.944
0.242,-0.44,0.901
0.242,-0.44,0.901
0.242,-0.44,0.901
0.397,-0.501,0.904
0.397,-0.501,0.904
0.397,-0.501,0.904
0.504,-0.518,0.882
0.504,-0.518,0.882
0.504,-0.518,0.882
0.516,-0.492,0.851
0.516,-0.492,0.851
0.516,-0.492,0.851
0.421,-0.42,0.84
0.421,-0.42,0.84
0.421,-0.42,0.84
0.302,-0.328,0.865
0.302,-0.328,0.865
0.302,-0.328,0.865
0.172,-0.219,0.885
0.172,-0.219,0.885
0.172,-0.219,0.885
0.148,-0.095,0.921
0.148,-0.095,0.921
0.148,-0.095,0.921
0.18,0.015,0.96
0.18,0.015,0.96
0.18,0.015,0.96
0.258,0.145,0.964
0.258,0.145,0.964
0.258,0.145,0.964
0.427,0.239,1.002
0.427,0.239,1.002
0.427,0.239,1.002
0.562,0.277,1.039
0.562,0.277,1.039
0.562,0.277,1.039
0.607,0.297,1.039
0.607,0.297,1.039
0.607,0.297,1.039
0.647,0.288,1.067
0.647,0.288,1.067
0.647,0.288,1.067
0.593,0.255,1.058
0.593,0.255,1.058
0.593,0.255,1.058
0.505,0.109,0.901
0.505,0.109,0.901
0.505,0.109,0.901
0.451,-0.04,0.743
0.451,-0.04,0.743
0.451,-0.04,0.743
0.466,-0.12,0.746
0.466,-0.12,0.746
0.466,-0.12,0.746
0.546,-0.158,0.913
0.546,-0.158,0.913
0.546,-0.158,0.913
0.55,-0.148,1.06
0.55,-0.148,1.06
0.55,-0.148,1.06
0.555,-0.091,1.107
0.555,-0.091,1.107
0.555,-0.091,1.107
0.511,-0.06,1.02
0.511,-0.06,1.02
0.511,-0.06,1.02
0.412,-0.066,0.852
0.412,-0.066,0.852
0.412,-0.066,0.852
0.307,-0.138,0.801
0.307,-0.138,0.801
0.307,-0.138,0.801
0.254,-0.201,0.858
0.254,-0.201,0.858
0.254,-0.201,0.858
0.314,-0.196,0.969
0.314,-0.196,0.969
0.314,-0.196,0.969
0.359,-0.205,1.045
0.359,-0.205,1.045
0.359,-0.205,1.045
0.302,-0.26,1.019
0.302,-0.26,1.019
0.302,-0.26,1.019
0.226,-0.308,0.926
0.226,-0.308,0.926
0.226,-0.308,0.926
0.227,-0.354,0.846
0.227,-0.354,0.846
0.227,-0.354,0.846
0.23,-0.388,0.838
0.23,-0.388,0.838
0.23,-0.388,0.838
0.264,-0.398,0.87
0.264,-0.398,0.87
0.264,-0.398,0.87
0.25,-0.392,0.878
0.25,-0.392,0.878
0.25,-0.392,0.878
0.158,-0.364,0.869
0.158,-0.364,0.869
0.158,-0.364,0.869
0.112,-0.312,0.853
0.112,-0.312,0.853
0.112,-0.312,0.853
0.127,-0.254,0.847
0.127,-0.254,0.847
0.127,-0.254,0.847
0.151,-0.187,0.875
0.151,-0.187,0.875
0.151,-0.187,0.875
0.239,-0.112,0.896
0.239,-0.112,0.896
0.239,-0.112,0.896
0.364,-0.029,0.948
0.364,-0.029,0.948
0.364,-0.029,0.948
0.435,0.089,1.034
0.435,0.089,1.034
0.435,0.089,1.034
0.505,0.208,1.092
0.505,0.208,1.092
0.505,0.208,1.092
0.521,0.298,1.093
0.521,0.298,1.093
0.521,0.298,1.093
0.522,0.35,1.108
0.522,0.35,1.108
0.522,0.35,1.108
0.492,0.3,1.102
0.492,0.3,1.102
0.492,0.3,1.102
0.406,0.195,1.015
0.406,0.195,1.015
0.406,0.195,1.015
0.409,0.058,0.87
0.409,0.058,0.87
0.409,0.058,0.87
0.512,-0.094,0.779
0.512,-0.094,0.779
0.512,-0.094,0.779
0.562,-0.177,0.811
0.562,-0.177,0.811
0.562,-0.177,0.811
0.582,-0.155,0.928
0.582,-0.155,0.928
0.582,-0.155,0.928
0.603,-0.123,1.01
0.603,-0.123,1.01
0.603,-0.123,1.01
0.573,-0.111,1.014
0.573,-0.111,1.014
0.573,-0.111,1.014
0.455,-0.129,0.949
0.455,-0.129,0.949
0.455,-0.129,0.949
0.325,-0.155,0.873
0.325,-0.155,0.873
0.325,-0.155,0.873
0.177,-0.21,0.864
0.177,-0.21,0.864
0.177,-0.21,0.864
0.111,-0.243,0.909
0.111,-0.243,0.909
0.111,-0.243,0.909
0.095,-0.264,0.969
0.095,-0.264,0.969
0.095,-0.264,0.969
0.155,-0.289,1.015
0.155,-0.289,1.015
0.155,-0.289,1.015
0.289,-0.334,0.982
0.289,-0.334,0.982
0.289,-0.334,0.982
0.333,-0.379,0.914
0.333,-0.379,0.914
0.333,-0.379,0.914
0.317,-0.411,0.84
0.317,-0.411,0.84
0.317,-0.411,0.84
0.334,-0.421,0.814
0.334,-0.421,0.814
0.334,-0.421,0.814
0.328,-0.41,0.817
0.328,-0.41,0.817
0.328,-0.41,0.817
0.326,-0.37,0.848
0.326,-0.37,0.848
0.326,-0.37,0.848
0.31,-0.344,0.864
0.31,-0.344,0.864
0.31,-0.344,0.864
0.264,-0.279,0.876
0.264,-0.279,0.876
0.264,-0.279,0.876
0.223,-0.191,0.884
0.223,-0.191,0.884
0.223,-0.191,0.884
0.225,-0.075,0.908
0.225,-0.075,0.908
0.225,-0.075,0.908
0.259,0.084,0.965
0.259,0.084,0.965
0.259,0.084,0.965
0.286,0.239,1.067
0.286,0.239,1.067
0.286,0.239,1.067
0.331,0.359,1.14
0.331,0.359,1.14
0.331,0.359,1.14
0.495,0.378,1.127
0.495,0.378,1.127
0.495,0.378,1.127
0.546,0.343,1.065
0.546,0.343,1.065
0.546,0.343,1.065
0.489,0.251,1.005
0.489,0.251,1.005
0.489,0.251,1.005
0.394,0.124,0.89
0.394,0.124,0.89
0.394,0.124,0.89
0.49,-0.054,0.725
0.49,-0.054,0.725
0.49,-0.054,0.725
0.604,-0.159,0.765
0.604,-0.159,0.765
0.604,-0.159,0.765
0.584,-0.19,0.883
0.584,-0.19,0.883
0.584,-0.19,0.883
0.645,-0.148,0.971
0.645,-0.148,0.971
0.645,-0.148,0.971
0.623,-0.129,1.018
0.623,-0.129,1.018
0.623,-0.129,1.018
0.437,-0.111,0.948
0.437,-0.111,0.948
0.437,-0.111,0.948
0.23,-0.144,0.87
0.23,-0.144,0.87
0.23,-0.144,0.87
0.127,-0.2,0.881
0.127,-0.2,0.881
0.127,-0.2,0.881
0.174,-0.202,0.966
0.174,-0.202,0.966
0.174,-0.202,0.966
0.229,-0.198,1.06
0.229,-0.198,1.06
0.229,-0.198,1.06
0.26,-0.245,1.051
0.26,-0.245,1.051
0.26,-0.245,1.051
0.271,-0.314,0.951
0.271,-0.314,0.951
0.271,-0.314,0.951
0.291,-0.387,0.894
0.291,-0.387,0.894
0.291,-0.387,0.894
0.328,-0.432,0.904
0.328,-0.432,0.904
0.328,-0.432,0.904
0.337,-0.421,0.909
0.337,-0.421,0.909
0.337,-0.421,0.909
0.252,-0.385,0.868
0.252,-0.385,0.868
0.252,-0.385,0.868
0.172,-0.363,0.819
0.172,-0.363,0.819
0.172,-0.363,0.819
0.163,-0.333,0.814
0.163,-0.333,0.814
0.163,-0.333,0.814
0.146,-0.288,0.864
0.146,-0.288,0.864
0.146,-0.288,0.864
0.156,-0.221,0.911
0.156,-0.221,0.911
0.156,-0.221,0.911
0.2,-0.149,0.94
0.2,-0.149,0.94
0.2,-0.149,0.94
0.32,-0.046,0.943
0.32,-0.046,0.943
0.32,-0.046,0.943
0.472,0.054,0.958
0.472,0.054,0.958
0.472,0.054,0.958
0.492,0.185,1.065
0.492,0.185,1.065
0.492,0.185,1.065
0.387,0.35,1.189
0.387,0.35,1.189
0.387,0.35,1.189
0.327,0.406,1.145
0.327,0.406,1.145
0.327,0.406,1.145
0.393,0.327,0.998
0.393,0.327,0.998
0.393,0.327,0.998
0.45,0.187,0.916
0.45,0.187,0.916
0.45,0.187,0.916
0.48,0.037,0.889
0.48,0.037,0.889
0.48,0.037,0.889
0.465,-0.071,0.903
0.465,-0.071,0.903
0.465,-0.071,0.903
0.432,-0.171,0.887
0.432,-0.171,0.887
0.432,-0.171,0.887
0.5,-0.215,0.896
0.5,-0.215,0.896
0.5,-0.215,0.896
0.473,-0.197,0.956
0.473,-0.197,0.956
0.473,-0.197,0.956
0.484,-0.153,0.956
0.484,-0.153,0.956
0.484,-0.153,0.956
0.567,-0.122,0.937
0.567,-0.122,0.937
0.567,-0.122,0.937
0.54,-0.124,0.924
0.54,-0.124,0.924
0.54,-0.124,0.924
0.401,-0.154,0.891
0.401,-0.154,0.891
0.401,-0.154,0.891
0.252,-0.223,0.911
0.252,-0.223,0.911
0.252,-0.223,0.911
0.134,-0.241,0.973
0.134,-0.241,0.973
0.134,-0.241,0.973
0.155,-0.279,1.008
0.155,-0.279,1.008
0.155,-0.279,1.008
0.24,-0.36,0.951
0.24,-0.36,0.951
0.24,-0.36,0.951
0.348,-0.441,0.864
0.348,-0.441,0.864
0.348,-0.441,0.864
0.392,-0.466,0.87
0.392,-0.466,0.87
0.392,-0.466,0.87
0.366,-0.453,0.881
0.57,-0.352,0.994
0.57,-0.352,0.994
0.57,-0.352,0.994
0.542,-0.311,0.969
0.542,-0.311,0.969
0.542,-0.311,0.969
0.448,-0.28,0.858
0.448,-0.28,0.858
0.448,-0.28,0.858
0.388,-0.226,0.832
0.388,-0.226,0.832
0.388,-0.226,0.832
0.238,-0.211,0.88
0.238,-0.211,0.88
0.238,-0.211,0.88
0.213,-0.226,0.943
0.213,-0.226,0.943
0.213,-0.226,0.943
0.19,-0.27,0.969
0.19,-0.27,0.969
0.19,-0.27,0.969
0.183,-0.34,0.952
0.183,-0.34,0.952
0.183,-0.34,0.952
0.278,-0.451,0.888
0.278,-0.451,0.888
0.278,-0.451,0.888
0.349,-0.513,0.892
0.349,-0.513,0.892
0.349,-0.513,0.892
0.376,-0.562,0.908
0.376,-0.562,0.908
0.376,-0.562,0.908
0.398,-0.555,0.89
0.398,-0.555,0.89
0.398,-0.555,0.89
0.432,-0.498,0.894
0.432,-0.498,0.894
0.432,-0.498,0.894
0.407,-0.432,0.872
0.407,-0.432,0.872
0.407,-0.432,0.872
0.301,-0.355,0.866
0.301,-0.355,0.866
0.301,-0.355,0.866
0.185,-0.255,0.914
0.185,-0.255,0.914
0.185,-0.255,0.914
0.135,-0.143,0.947
0.135,-0.143,0.947
0.135,-0.143,0.947
0.243,-0.038,0.97
0.243,-0.038,0.97
0.243,-0.038,0.97
0.386,0.089,1.018
0.386,0.089,1.018
0.386,0.089,1.018
0.355,0.185,0.951
0.355,0.185,0.951
0.355,0.185,0.951
0.409,0.317,0.96
0.409,0.317,0.96
0.409,0.317,0.96
0.523,0.347,1.09
0.523,0.347,1.09
0.523,0.347,1.09
0.405,0.221,1.101
0.405,0.221,1.101
0.405,0.221,1.101
0.288,0.06,0.972
0.288,0.06,0.972
0.288,0.06,0.972
0.419,-0.138,0.77
0.419,-0.138,0.77
0.419,-0.138,0.77
0.568,-0.248,0.737
0.568,-0.248,0.737
0.568,-0.248,0.737
0.52,-0.265,0.858
0.52,-0.265,0.858
0.52,-0.265,0.858
0.562,-0.232,0.999
0.562,-0.232,0.999
0.562,-0.232,0.999
0.554,-0.21,1.047
0.554,-0.21,1.047
0.554,-0.21,1.047
0.466,-0.179,1.019
0.466,-0.179,1.019
0.466,-0.179,1.019
0.166,-0.165,0.907
0.166,-0.165,0.907
0.166,-0.165,0.907
-0.004,-0.176,0.776
-0.004,-0.176,0.776
-0.004,-0.176,0.776
-0.078,-0.193,0.814
-0.078,-0.193,0.814
-0.078,-0.193,0.814
-0.101,-0.176,0.973
-0.101,-0.176,0.973
-0.101,-0.176,0.973
-0.075,-0.159,1.096
-0.075,-0.159,1.096
-0.075,-0.159,1.096
0.056,-0.2,1.083
0.056,-0.2,1.083
0.056,-0.2,1.083
0.168,-0.311,1.0
0.168,-0.311,1.0
0.168,-0.311,1.0
0.298,-0.415,0.882
0.298,-0.415,0.882
0.298,-0.415,0.882
0.392,-0.449,0.843
0.392,-0.449,0.843
0.392,-0.449,0.843
0.358,-0.474,0.863
0.358,-0.474,0.863
0.358,-0.474,0.863
0.318,-0.476,0.885
0.318,-0.476,0.885
0.318,-0.476,0.885
0.257,-0.481,0.898
0.257,-0.481,0.898
0.257,-0.481,0.898
0.14,-0.465,0.866
0.14,-0.465,0.866
0.14,-0.465,0.866
0.045,-0.438,0.887
0.045,-0.438,0.887
0.045,-0.438,0.887
0.027,-0.37,0.932
0.027,-0.37,0.932
0.027,-0.37,0.932
0.08,-0.269,0.973
0.08,-0.269,0.973
0.08,-0.269,0.973
0.213,-0.156,0.99
0.213,-0.156,0.99
0.213,-0.156,0.99
0.328,-0.066,0.984
0.328,-0.066,0.984
0.328,-0.066,0.984
0.392,0.056,0.975
0.392,0.056,0.975
0.392,0.056,0.975
0.505,0.177,1.008
0.505,0.177,1.008
0.505,0.177,1.008
0.618,0.227,1.057
0.618,0.227,1.057
0.618,0.227,1.057
0.599,0.271,1.132
0.599,0.271,1.132
0.599,0.271,1.132
0.478,0.235,1.116
0.478,0.235,1.116
0.478,0.235,1.116
0.412,0.064,0.945
0.412,0.064,0.945
0.412,0.064,0.945
0.441,-0.155,0.759
0.441,-0.155,0.759
0.441,-0.155,0.759
0.546,-0.336,0.655
0.546,-0.336,0.655
0.546,-0.336,0.655
0.623,-0.371,0.744
0.623,-0.371,0.744
0.623,-0.371,0.744
0.552,-0.351,0.912
0.552,-0.351,0.912
0.552,-0.351,0.912
0.53,-0.296,1.001
0.53,-0.296,1.001
0.53,-0.296,1.001
0.539,-0.229,1.022
0.539,-0.229,1.022
0.539,-0.229,1.022
0.447,-0.174,0.955
0.447,-0.174,0.955
0.447,-0.174,0.955
0.263,-0.121,0.871
0.263,-0.121,0.871
0.263,-0.121,0.871
0.066,-0.083,0.844
