time,x-acceleration,y-acceleration,z-acceleration
2.46,0.533,0.027,0.897
2.48,0.563,0.078,0.969
2.5,0.572,0.108,0.98
2.52,0.575,0.093,0.879
2.54,0.477,-0.031,0.756
2.56,0.472,-0.116,0.78
2.58,0.482,-0.115,0.892
2.6,0.498,-0.098,0.952
2.62,0.483,-0.099,0.92
2.64,0.493,-0.115,0.889
2.66,0.536,-0.123,0.879
2.68,0.54,-0.127,0.863
2.7,0.503,-0.091,0.869
2.72,0.462,-0.055,0.883
2.74,0.439,-0.044,0.883
2.76,0.339,-0.075,0.834
2.78,0.424,-0.095,0.88
2.8,0.491,-0.103,0.919
2.82,0.452,-0.148,0.851
2.84,0.468,-0.198,0.744
2.86,0.561,-0.232,0.763
2.88,0.564,-0.224,0.822
2.9,0.519,-0.205,0.905
2.92,0.51,-0.2,0.948
2.94,0.47,-0.21,0.952
2.96,0.427,-0.194,0.932
2.98,0.411,-0.185,0.9
3,0.429,-0.179,0.89
3.02,0.442,-0.185,0.902
3.04,0.469,-0.176,0.911
3.06,0.514,-0.171,0.908
3.08,0.518,-0.15,0.876
3.1,0.496,-0.139,0.855
3.12,0.49,-0.15,0.857
3.14,0.501,-0.161,0.851
3.16,0.514,-0.167,0.839
3.18,0.518,-0.177,0.813
3.2,0.518,-0.195,0.772
3.22,0.53,-0.212,0.753
3.24,0.557,-0.217,0.763
3.26,0.595,-0.215,0.786
3.28,0.596,-0.199,0.829
3.3,0.57,-0.17,0.823
3.32,0.566,-0.156,0.796
3.34,0.562,-0.131,0.83
3.36,0.586,-0.124,0.893
3.38,0.558,-0.109,0.915
3.4,0.538,-0.104,0.886
3.42,0.534,-0.131,0.864
3.44,0.536,-0.141,0.867
3.46,0.558,-0.144,0.892
3.48,0.552,-0.154,0.903
3.5,0.534,-0.185,0.894
3.52,0.504,-0.209,0.884
3.54,0.48,-0.213,0.838
3.56,0.546,-0.207,0.814
3.58,0.667,-0.185,0.846
3.6,0.742,-0.127,0.857
3.62,0.675,-0.065,0.846
3.64,0.57,0.002,0.856
3.66,0.474,0.029,0.883
3.68,0.458,0.065,0.908
3.7,0.456,0.071,0.853
3.72,0.463,0.002,0.771
3.74,0.482,-0.097,0.766
3.76,0.493,-0.126,0.861
3.78,0.487,-0.119,0.948
3.8,0.474,-0.123,0.968
3.82,0.474,-0.145,0.953
3.84,0.503,-0.147,0.924
3.86,0.52,-0.154,0.876
3.88,0.495,-0.153,0.848
3.9,0.444,-0.132,0.856
3.92,0.395,-0.098,0.864
3.94,0.388,-0.077,0.86
3.96,0.457,-0.091,0.867
3.98,0.497,-0.1,0.9
4,0.449,-0.081,0.902
4.02,0.437,-0.125,0.854
4.04,0.382,-0.182,0.798
4.06,0.445,-0.203,0.821
4.08,0.538,-0.188,0.902
4.1,0.518,-0.159,0.957
4.12,0.443,-0.169,0.947
4.14,0.417,-0.194,0.929
4.16,0.37,-0.192,0.935
4.18,0.401,-0.189,0.951
4.2,0.444,-0.183,0.954
4.22,0.477,-0.161,0.924
4.24,0.466,-0.139,0.883
4.26,0.453,-0.144,0.854
4.28,0.466,-0.142,0.868
4.3,0.498,-0.152,0.887
4.32,0.505,-0.18,0.87
4.34,0.514,-0.208,0.839
4.36,0.547,-0.224,0.795
4.38,0.565,-0.243,0.733
4.4,0.593,-0.247,0.726
4.42,0.623,-0.217,0.81
4.44,0.601,-0.188,0.848
4.46,0.557,-0.15,0.837
4.48,0.496,-0.106,0.862
4.5,0.414,-0.083,0.89
4.52,0.397,-0.094,0.903
4.54,0.428,-0.108,0.911
4.56,0.432,-0.119,0.885
4.58,0.473,-0.133,0.875
4.6,0.49,-0.135,0.878
4.62,0.514,-0.142,0.874
4.64,0.549,-0.16,0.897
4.66,0.577,-0.163,0.937
4.68,0.562,-0.169,0.937
4.7,0.516,-0.195,0.901
4.72,0.48,-0.222,0.859
4.74,0.497,-0.211,0.839
4.76,0.584,-0.185,0.882
4.78,0.628,-0.157,0.907
4.8,0.557,-0.108,0.874
4.82,0.492,-0.053,0.857
4.84,0.43,-0.011,0.877
4.86,0.446,0.014,0.899
4.88,0.466,0.04,0.916
4.9,0.544,0.026,0.932
4.92,0.503,-0.004,0.855
4.94,0.472,-0.087,0.762
4.96,0.466,-0.176,0.764
4.98,0.517,-0.19,0.873
5,0.547,-0.17,0.979
5.02,0.543,-0.154,0.978
5.04,0.474,-0.165,0.92
5.06,0.4,-0.168,0.908
5.08,0.392,-0.144,0.925
5.1,0.416,-0.126,0.926
5.12,0.422,-0.118,0.908
5.14,0.416,-0.108,0.881
5.16,0.407,-0.089,0.897
5.18,0.378,-0.074,0.915
5.2,0.338,-0.061,0.914
5.22,0.349,-0.07,0.91
5.24,0.361,-0.094,0.892
5.26,0.349,-0.15,0.866
5.28,0.402,-0.179,0.809
5.3,0.486,-0.183,0.843
5.32,0.495,-0.189,0.93
5.34,0.484,-0.203,0.95
5.36,0.445,-0.207,0.935
5.38,0.445,-0.201,0.933
5.4,0.465,-0.186,0.906
5.42,0.477,-0.175,0.902
5.44,0.461,-0.174,0.896
5.46,0.453,-0.194,0.86
5.48,0.468,-0.215,0.84
5.5,0.507,-0.24,0.798
5.52,0.537,-0.271,0.741
5.54,0.582,-0.262,0.739
5.56,0.602,-0.235,0.781
5.58,0.544,-0.191,0.81
5.6,0.49,-0.152,0.816
5.62,0.433,-0.118,0.832
5.64,0.444,-0.086,0.898
5.66,0.514,-0.067,0.93
5.68,0.538,-0.064,0.897
5.7,0.529,-0.082,0.861
5.72,0.574,-0.093,0.866
5.74,0.621,-0.087,0.905
5.76,0.608,-0.103,0.905
5.78,0.579,-0.13,0.865
5.8,0.563,-0.142,0.849
5.82,0.567,-0.146,0.86
5.84,0.577,-0.145,0.883
5.86,0.57,-0.154,0.88
5.88,0.538,-0.173,0.863
5.9,0.528,-0.197,0.87
5.92,0.524,-0.225,0.868
5.94,0.519,-0.234,0.872
5.96,0.531,-0.23,0.895
5.98,0.538,-0.22,0.885
6,0.523,-0.213,0.858
6.02,0.475,-0.193,0.828
6.04,0.442,-0.165,0.812
6.06,0.516,-0.109,0.833
6.08,0.594,-0.023,0.871
6.1,0.54,0.055,0.895
6.12,0.448,0.094,0.871
6.14,0.439,0.106,0.872
6.16,0.477,0.079,0.881
6.18,0.491,-0.011,0.842
6.2,0.512,-0.109,0.831
6.22,0.526,-0.144,0.893
6.24,0.511,-0.136,0.965
6.26,0.459,-0.123,0.964
6.28,0.43,-0.127,0.932
6.3,0.464,-0.134,0.905
6.32,0.49,-0.133,0.881
6.34,0.518,-0.136,0.874
6.36,0.487,-0.098,0.861
6.38,0.435,-0.06,0.871
6.4,0.443,-0.033,0.899
6.42,0.427,-0.061,0.9
6.44,0.444,-0.082,0.885
6.46,0.478,-0.109,0.817
6.48,0.473,-0.189,0.743
6.5,0.54,-0.218,0.77
6.52,0.593,-0.224,0.85
6.54,0.542,-0.185,0.92
6.56,0.457,-0.16,0.96
6.58,0.442,-0.161,0.939
6.6,0.436,-0.177,0.908
6.62,0.475,-0.207,0.884
6.64,0.526,-0.21,0.877
6.66,0.554,-0.21,0.849
6.68,0.536,-0.221,0.813
6.7,0.532,-0.233,0.786
6.72,0.566,-0.242,0.754
6.74,0.616,-0.215,0.794
6.76,0.626,-0.186,0.834
6.78,0.588,-0.15,0.85
6.8,0.477,-0.111,0.85
6.82,0.421,-0.073,0.876
6.84,0.419,-0.056,0.907
6.86,0.409,-0.044,0.923
6.88,0.387,-0.049,0.922
6.9,0.408,-0.071,0.904
6.92,0.461,-0.089,0.886
6.94,0.539,-0.099,0.877
6.96,0.591,-0.108,0.868
6.98,0.592,-0.13,0.835
7,0.576,-0.14,0.833
7.02,0.581,-0.139,0.87
7.04,0.558,-0.145,0.89
7.06,0.531,-0.147,0.889
7.08,0.509,-0.16,0.902
7.1,0.485,-0.176,0.927
7.12,0.458,-0.193,0.92
7.14,0.491,-0.204,0.893
7.16,0.51,-0.202,0.879
7.18,0.492,-0.195,0.877
7.2,0.448,-0.191,0.871
7.22,0.475,-0.174,0.87
7.24,0.595,-0.111,0.876
7.26,0.655,-0.047,0.871
7.28,0.567,0.029,0.882
7.3,0.405,0.063,0.883
7.32,0.46,0.051,0.89
7.34,0.447,0.06,0.832
7.36,0.467,-0.064,0.779
7.38,0.565,-0.187,0.818
7.4,0.624,-0.192,0.889
7.42,0.561,-0.175,0.925
7.44,0.509,-0.158,0.929
7.46,0.513,-0.138,0.939
7.48,0.495,-0.114,0.913
7.5,0.469,-0.105,0.863
7.52,0.424,-0.098,0.86
7.54,0.382,-0.08,0.881
7.56,0.333,-0.06,0.893
7.58,0.339,-0.065,0.907
7.6,0.404,-0.081,0.924
7.62,0.47,-0.083,0.926
7.64,0.469,-0.063,0.865
7.66,0.456,-0.158,0.798
7.68,0.487,-0.219,0.76
7.7,0.516,-0.199,0.822
7.72,0.541,-0.195,0.93
7.74,0.518,-0.177,0.967
7.76,0.472,-0.173,0.948
7.78,0.413,-0.163,0.915
7.8,0.392,-0.157,0.914
7.82,0.411,-0.148,0.939
7.84,0.43,-0.127,0.949
7.86,0.461,-0.126,0.911
7.88,0.492,-0.137,0.869
7.9,0.496,-0.146,0.861
7.92,0.507,-0.163,0.843
7.94,0.525,-0.181,0.825
7.96,0.538,-0.192,0.801
7.98,0.541,-0.198,0.776
8,0.539,-0.193,0.775
8.02,0.514,-0.188,0.787
8.04,0.52,-0.181,0.806
8.06,0.515,-0.161,0.82
8.08,0.519,-0.152,0.836
8.1,0.492,-0.127,0.89
8.12,0.484,-0.104,0.935
8.14,0.462,-0.091,0.928
8.16,0.438,-0.081,0.891
8.18,0.458,-0.084,0.894
8.2,0.497,-0.101,0.916
8.22,0.554,-0.115,0.928
8.24,0.576,-0.126,0.92
8.26,0.565,-0.139,0.886
8.28,0.566,-0.169,0.878
8.3,0.543,-0.194,0.887
8.32,0.512,-0.215,0.901
8.34,0.47,-0.231,0.904
8.36,0.411,-0.248,0.869
8.38,0.411,-0.261,0.829
8.4,0.584,-0.236,0.836
8.42,0.779,-0.162,0.859
8.44,0.754,-0.063,0.855
8.46,0.672,0.002,0.852
8.48,0.602,0.037,0.848
8.5,0.557,0.04,0.83
8.52,0.558,0.032,0.839
8.54,0.488,0.026,0.788
8.56,0.441,-0.03,0.737
8.58,0.45,-0.107,0.77
8.6,0.512,-0.161,0.867
8.62,0.582,-0.169,0.937
8.64,0.56,-0.178,0.934
8.66,0.465,-0.171,0.91
8.68,0.408,-0.156,0.918
8.7,0.418,-0.15,0.917
8.72,0.475,-0.151,0.884
8.74,0.493,-0.145,0.833
8.76,0.476,-0.128,0.823
8.78,0.422,-0.092,0.856
8.8,0.402,-0.066,0.893
8.82,0.405,-0.081,0.898
8.84,0.407,-0.104,0.911
8.86,0.446,-0.1,0.891
8.88,0.443,-0.157,0.819
8.9,0.427,-0.194,0.802
8.92,0.476,-0.188,0.869
8.94,0.469,-0.196,0.939
8.96,0.405,-0.194,0.961
8.98,0.39,-0.197,0.946
9,0.397,-0.191,0.937
9.02,0.438,-0.187,0.938
9.04,0.48,-0.164,0.942
9.06,0.498,-0.149,0.934
9.08,0.466,-0.141,0.909
9.1,0.461,-0.142,0.887
9.12,0.487,-0.151,0.876
9.14,0.512,-0.154,0.878
9.16,0.524,-0.161,0.864
9.18,0.521,-0.188,0.827
9.2,0.516,-0.216,0.793
9.22,0.545,-0.228,0.775
9.24,0.604,-0.236,0.768
9.26,0.593,-0.207,0.8
9.28,0.526,-0.163,0.817
9.3,0.512,-0.148,0.821
9.32,0.474,-0.146,0.83
9.34,0.443,-0.138,0.851
9.36,0.44,-0.142,0.869
9.38,0.456,-0.143,0.883
9.4,0.51,-0.132,0.894
9.42,0.516,-0.12,0.896
9.44,0.528,-0.12,0.916
9.46,0.533,-0.132,0.956
9.48,0.515,-0.159,0.969
9.5,0.471,-0.174,0.958
9.52,0.516,-0.196,0.924
9.54,0.575,-0.202,0.892
9.56,0.632,-0.183,0.872
9.58,0.629,-0.155,0.855
9.6,0.532,-0.131,0.831
9.62,0.449,-0.096,0.829
9.64,0.479,-0.074,0.848
9.66,0.553,-0.016,0.863
9.68,0.578,0.014,0.886
9.7,0.502,0.026,0.906
9.72,0.457,0.04,0.873
9.74,0.472,-0.034,0.804
9.76,0.479,-0.125,0.77
9.78,0.529,-0.163,0.826
9.8,0.577,-0.18,0.921
9.82,0.555,-0.17,0.945
9.84,0.504,-0.156,0.919
9.86,0.477,-0.168,0.887
9.88,0.451,-0.156,0.864
9.9,0.466,-0.13,0.871
9.92,0.443,-0.092,0.898
9.94,0.38,-0.055,0.893
9.96,0.342,-0.054,0.867
