time,x-acceleration,y-acceleration,z-acceleration
0,0.502,0.002,0.92
0.02,0.502,0.002,0.92
0.04,0.502,0.002,0.92
0.06,0.495,0.113,1.002
0.08,0.495,0.113,1.002
0.1,0.495,0.113,1.002
0.12,0.497,0.174,1.014
0.14,0.497,0.174,1.014
0.16,0.497,0.174,1.014
0.18,0.561,0.18,1.006
0.2,0.561,0.18,1.006
0.22,0.561,0.18,1.006
0.24,0.526,0.165,1.013
0.26,0.526,0.165,1.013
0.28,0.526,0.165,1.013
0.3,0.429,0.129,0.965
0.32,0.429,0.129,0.965
0.34,0.429,0.129,0.965
0.36,0.301,0.038,0.892
0.38,0.301,0.038,0.892
0.4,0.301,0.038,0.892
0.42,0.277,-0.134,0.897
0.44,0.277,-0.134,0.897
0.46,0.277,-0.134,0.897
0.48,0.33,-0.281,0.942
0.5,0.33,-0.281,0.942
0.52,0.33,-0.281,0.942
0.54,0.397,-0.326,0.944
0.56,0.397,-0.326,0.944
0.58,0.397,-0.326,0.944
0.6,0.473,-0.332,0.909
0.62,0.473,-0.332,0.909
0.64,0.473,-0.332,0.909
0.66,0.466,-0.313,0.917
0.68,0.466,-0.313,0.917
0.7,0.466,-0.313,0.917
0.72,0.395,-0.242,0.932
0.74,0.395,-0.242,0.932
0.76,0.395,-0.242,0.932
0.78,0.275,-0.148,0.934
0.8,0.275,-0.148,0.934
0.82,0.275,-0.148,0.934
0.84,0.211,-0.091,0.922
0.86,0.211,-0.091,0.922
0.88,0.211,-0.091,0.922
0.9,0.323,-0.068,0.968
0.92,0.323,-0.068,0.968
0.94,0.323,-0.068,0.968
0.96,0.352,-0.044,0.986
0.98,0.352,-0.044,0.986
1,0.352,-0.044,0.986
1.02,0.325,-0.05,0.96
1.04,0.325,-0.05,0.96
1.06,0.325,-0.05,0.96
1.08,0.295,-0.055,0.847
1.1,0.295,-0.055,0.847
1.12,0.295,-0.055,0.847
1.14,0.218,-0.09,0.791
1.16,0.218,-0.09,0.791
1.18,0.218,-0.09,0.791
1.2,0.176,-0.163,0.814
1.22,0.176,-0.163,0.814
1.24,0.176,-0.163,0.814
1.26,0.245,-0.249,0.937
1.28,0.245,-0.249,0.937
1.3,0.245,-0.249,0.937
1.32,0.416,-0.272,1
1.34,0.416,-0.272,1
1.36,0.416,-0.272,1
1.38,0.458,-0.291,0.968
1.4,0.458,-0.291,0.968
1.42,0.458,-0.291,0.968
1.44,0.414,-0.278,0.963
1.46,0.414,-0.278,0.963
1.48,0.414,-0.278,0.963
1.5,0.396,-0.22,0.961
1.52,0.396,-0.22,0.961
1.54,0.396,-0.22,0.961
1.56,0.34,-0.168,0.933
1.58,0.34,-0.168,0.933
1.6,0.34,-0.168,0.933
1.62,0.28,-0.144,0.955
1.64,0.28,-0.144,0.955
1.66,0.28,-0.144,0.955
1.68,0.292,-0.137,0.98
1.7,0.292,-0.137,0.98
1.72,0.292,-0.137,0.98
1.74,0.329,-0.147,0.947
1.76,0.329,-0.147,0.947
1.78,0.329,-0.147,0.947
1.8,0.295,-0.162,0.891
1.82,0.295,-0.162,0.891
1.84,0.295,-0.162,0.891
1.86,0.281,-0.174,0.838
1.88,0.281,-0.174,0.838
1.9,0.281,-0.174,0.838
1.92,0.314,-0.188,0.79
1.94,0.314,-0.188,0.79
1.96,0.314,-0.188,0.79
1.98,0.353,-0.223,0.839
2,0.353,-0.223,0.839
2.02,0.353,-0.223,0.839
2.04,0.368,-0.253,0.931
2.06,0.368,-0.253,0.931
2.08,0.368,-0.253,0.931
2.1,0.425,-0.313,0.93
2.12,0.425,-0.313,0.93
2.14,0.425,-0.313,0.93
2.16,0.405,-0.339,0.85
