time,x-acceleration,y-acceleration,z-acceleration
3.84,0.384,-0.042,0.92
3.86,0.384,-0.042,0.92
3.88,0.384,-0.042,0.92
3.9,0.348,-0.036,0.911
3.92,0.348,-0.036,0.911
3.94,0.348,-0.036,0.911
3.96,0.253,-0.005,0.882
3.98,0.253,-0.005,0.882
4,0.253,-0.005,0.882
4.02,0.205,0.032,0.867
4.04,0.205,0.032,0.867
4.06,0.205,0.032,0.867
4.08,0.199,0.039,0.918
4.1,0.199,0.039,0.918
4.12,0.199,0.039,0.918
4.14,0.236,0.02,1.013
4.16,0.236,0.02,1.013
4.18,0.236,0.02,1.013
4.2,0.226,0.006,1.032
4.22,0.226,0.006,1.032
4.24,0.226,0.006,1.032
4.26,0.198,-0.041,0.912
4.28,0.198,-0.041,0.912
4.3,0.198,-0.041,0.912
4.32,0.234,-0.08,0.705
4.34,0.234,-0.08,0.705
4.36,0.234,-0.08,0.705
4.38,0.45,-0.082,0.694
4.4,0.45,-0.082,0.694
4.42,0.45,-0.082,0.694
4.44,0.502,-0.072,0.862
4.46,0.502,-0.072,0.862
4.48,0.502,-0.072,0.862
4.5,0.464,-0.069,1.034
4.52,0.464,-0.069,1.034
4.54,0.464,-0.069,1.034
4.56,0.374,-0.053,1.084
4.58,0.374,-0.053,1.084
4.6,0.374,-0.053,1.084
4.62,0.285,-0.047,1.015
4.64,0.285,-0.047,1.015
4.66,0.285,-0.047,1.015
4.68,0.224,-0.054,0.927
4.7,0.224,-0.054,0.927
4.72,0.224,-0.054,0.927
4.74,0.27,-0.081,0.919
4.76,0.27,-0.081,0.919
4.78,0.27,-0.081,0.919
4.8,0.314,-0.079,0.964
4.82,0.314,-0.079,0.964
4.84,0.314,-0.079,0.964
4.86,0.375,-0.07,1.01
4.88,0.375,-0.07,1.01
4.9,0.375,-0.07,1.01
4.92,0.371,-0.1,0.987
4.94,0.371,-0.1,0.987
4.96,0.371,-0.1,0.987
4.98,0.382,-0.123,0.937
5,0.382,-0.123,0.937
5.02,0.382,-0.123,0.937
5.04,0.407,-0.148,0.893
5.06,0.407,-0.148,0.893
5.08,0.407,-0.148,0.893
5.1,0.424,-0.157,0.842
5.12,0.424,-0.157,0.842
5.14,0.424,-0.157,0.842
5.16,0.421,-0.146,0.777
5.18,0.421,-0.146,0.777
5.2,0.421,-0.146,0.777
5.22,0.471,-0.154,0.753
5.24,0.471,-0.154,0.753
5.26,0.471,-0.154,0.753
5.28,0.516,-0.126,0.87
5.3,0.516,-0.126,0.87
5.32,0.516,-0.126,0.87
5.34,0.491,-0.079,0.936
5.36,0.491,-0.079,0.936
5.38,0.491,-0.079,0.936
5.4,0.411,-0.064,0.908
5.42,0.411,-0.064,0.908
